Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Percent of firms with women participation in ownership,Percent of firms with majority women ownership,Percent of firms with a woman top manager,[B-READY] Percent of firms owned or managed by women among those that held a government contract in last 3 years,Proportion of permanent full-time workers that are women (%),Proportion of permanent full-time production workers that are women (%)*,Proportion of permanent full-time non-production workers that are women (%)*,Proportion of women workers offered formal training over last fiscal year (%)*,"Proportion of women workers offered formal training over last fiscal year (%, only service sector)"
Suriname,2010,Sector,Manufacturing,All,Average,14.2,,7,,27.5,,,,
Suriname,2010,Sector,Manufacturing,Manufacturing,Average,14.2,,7,,27.5,,,,
Suriname,2010,Sector,Services,All,Average,22.1,,22.5,,40.4,,,,
Suriname,2010,Sector,Services,Services,Average,22.1,,22.5,,40.4,,,,
Suriname,2010,Size,,Medium (20-99),Average,22.4,,16.2,,37.4,,,,
Suriname,2010,Size,,Small (5-19),Average,15.4,,14.4,,31.1,,,,
Suriname,2010,Size,,Large (100+),Average,11.4,,11.4,,34.6,,,,
Suriname,2010,Gender of Top Manager,,Top manager is female,Average,50.8,,100,,60.3,,,,
Suriname,2010,Gender of Top Manager,,Top manager is male,Average,12.5,,0,,29.6,,,,
Suriname,2018,,,,Average,32.7,15.3,11.9,,40.1,25.3,64,,
Suriname,2018,Sector,Manufacturing,All,Average,33.6,12.6,6,,31.7,25.3,64,,
Suriname,2018,Sector,Manufacturing,Food,Average,28.9,13.6,7.2,,44.8,29.9,71,,
Suriname,2018,Sector,Manufacturing,Other Manufacturing,Average,35.4,12.2,5.5,,26.7,22.7,59.8,,
Suriname,2018,Sector,Services,All,Average,32.4,16.1,13.7,,42.9,,,,
Suriname,2018,Sector,Services,Retail,Average,45.7,27.1,21.3,,49.1,,,,
Suriname,2018,Sector,Services,Other Services,Average,25.8,10.6,9.8,,39.5,,,,
Suriname,2018,Size,,Small (5-19),Average,36.5,19.7,13.3,,43.2,22.6,68,,
Suriname,2018,Size,,Medium (20-99),Average,25.4,6.1,9.2,,32.1,25.5,59.7,,
Suriname,2018,Size,,Large (100+),Average,20.3,6.8,6.8,,38.5,n.a.,n.a.,,
Suriname,2018,Gender of Top Manager,,Top manager is female,Average,78.6,64.9,100,,62.1,n.a.,n.a.,,
Suriname,2018,Gender of Top Manager,,Top manager is male,Average,26.8,8.8,0,,37.5,25.6,65.5,,
Sweden,2014,,,,Average,52.5,9.3,12.5,,34.5,14.1,37.4,,
Sweden,2014,Sector,Manufacturing,All,Average,29.1,1.1,11.1,,21.3,14.1,37.4,,
Sweden,2014,Sector,Manufacturing,Fabricated Metal Products,Average,24.6,0.9,6.9,,18.1,7.5,36.9,,
Sweden,2014,Sector,Manufacturing,Machinery & Equipment,Average,23.6,0.6,18.5,,14.2,5.3,32.7,,
Sweden,2014,Sector,Manufacturing,Other Manufacturing,Average,33.6,1.6,9.7,,25.7,20.3,39.7,,
Sweden,2014,Sector,Services,All,Average,57,11.1,12.7,,36.5,,,,
Sweden,2014,Sector,Services,Services of Motor Vehicles,Average,21.1,3.1,3.7,,16.5,,,,
Sweden,2014,Sector,Services,Retail,Average,64.1,15,20.7,,54.5,,,,
Sweden,2014,Sector,Services,Other Services,Average,55.4,8.9,6.4,,22.3,,,,
Sweden,2014,Size,,Medium (20-99),Average,63.1,15.1,14.5,,39.5,15.1,37.3,,
Sweden,2014,Size,,Small (5-19),Average,41.4,5.4,11.4,,29.5,12.6,38.7,,
Sweden,2014,Size,,Large (100+),Average,65,0.1,7.2,,36,16.8,31,,
Sweden,2014,Gender of Top Manager,,Top manager is female,Average,81.3,20.9,100,,61,12.4,57.2,,
Sweden,2014,Gender of Top Manager,,Top manager is male,Average,48.4,7.8,0,,30.8,14.3,34.5,,
Sweden,2020,,,,Average,37.3,8.6,14,,26.4,20.7,33.3,,
Sweden,2020,Sector,Manufacturing,All,Average,35.9,10.1,13.7,,23.9,20.7,33.3,,
Sweden,2020,Sector,Manufacturing,Fabricated Metal Products,Average,31.9,0.9,15.3,,16.2,10.4,26.8,,
Sweden,2020,Sector,Manufacturing,Machinery & Equipment,Average,13.5,4.8,4.1,,7.4,9.4,29.3,,
Sweden,2020,Sector,Manufacturing,Other Manufacturing,Average,42.8,14.2,15.9,,29.9,24.5,35.4,,
Sweden,2020,Sector,Services,All,Average,37.7,8.2,14,,27.1,,,,
Sweden,2020,Sector,Services,Retail,Average,55,19.6,27.8,,56.1,,,,
Sweden,2020,Sector,Services,Other Services,Average,32.4,4.7,9.7,,17.9,,,,
Sweden,2020,Size,,Medium (20-99),Average,43.6,6,16.9,,26.3,16.5,33.1,,
Sweden,2020,Size,,Small (5-19),Average,31.7,8.8,12.9,,26.2,18.4,29,,
Sweden,2020,Size,,Large (100+),Average,77,19.9,14.9,,28.8,35.9,44.9,,
Sweden,2020,Gender of Top Manager,,Top manager is female,Average,90.6,53.6,100,,55.8,11.2,51.6,,
Sweden,2020,Gender of Top Manager,,Top manager is male,Average,28.6,3,0,,21.6,21.8,30.9,,
Tajikistan,2008,,,,Average,34.4,,11.8,,31.4,41,29.6,,
Tajikistan,2008,Sector,Manufacturing,All,Average,35,,6.8,,39.8,41,29.6,,
Tajikistan,2008,Sector,Manufacturing,Manufacturing,Average,35,,6.8,,39.8,41,29.6,,
Tajikistan,2008,Sector,Services,All,Average,34,,14.4,,27.1,,,,
Tajikistan,2008,Sector,Services,Retail,Average,45.2,,27.7,,35.3,,,,
Tajikistan,2008,Sector,Services,Other Services,Average,28.8,,8.3,,23.3,,,,
Tajikistan,2008,Size,,Small (5-19),Average,27.9,,13.6,,31.6,39.1,21.1,,
Tajikistan,2008,Size,,Medium (20-99),Average,37.2,,10.1,,29.5,41.7,36.8,,
Tajikistan,2008,Size,,Large (100+),Average,49.9,,10.3,,36.5,42.7,28.4,,
Tajikistan,2008,Gender of Top Manager,,Top manager is female,Average,86.2,,100,,47.3,39.2,35.2,,
Tajikistan,2008,Gender of Top Manager,,Top manager is male,Average,27.4,,0,,29.3,41.1,29.2,,
Tajikistan,2013,,,,Average,32.5,8.1,9.1,,33.4,46,46.5,,
Tajikistan,2013,Sector,Manufacturing,All,Average,30.8,14,10.1,,43.1,46,46.5,,
Tajikistan,2013,Sector,Manufacturing,Manufacturing,Average,30.8,14,10.1,,43.1,46,46.5,,
Tajikistan,2013,Sector,Services,All,Average,33.2,5.5,8.6,,29.1,,,,
Tajikistan,2013,Sector,Services,Retail,Average,31.6,5.6,7.2,,33.4,,,,
Tajikistan,2013,Sector,Services,Other Services,Average,34,5.5,9.4,,26.8,,,,
Tajikistan,2013,Size,,Small (5-19),Average,24.7,9.7,10.8,,33.4,49,40.8,,
Tajikistan,2013,Size,,Medium (20-99),Average,41.5,7.4,7.8,,32.5,43.7,54.7,,
Tajikistan,2013,Size,,Large (100+),Average,36.4,0,4.2,,40.6,38.3,49.3,,
Tajikistan,2013,Gender of Top Manager,,Top manager is female,Average,82.2,56.1,100,,54,58.8,35.4,,
Tajikistan,2013,Gender of Top Manager,,Top manager is male,Average,27.5,3.2,0,,31.3,44.3,47.8,,
Tajikistan,2019,,,,Average,22.7,6.2,6.6,,35.7,38.9,36.2,,
Tajikistan,2019,Sector,Manufacturing,All,Average,24.1,9.5,8.6,,38.3,38.9,36.2,,
Tajikistan,2019,Sector,Manufacturing,Manufacturing,Average,24.1,9.5,8.6,,38.3,38.9,36.2,,
Tajikistan,2019,Sector,Services,All,Average,21.6,3.9,5.3,,34.3,,,,
Tajikistan,2019,Sector,Services,Retail,Average,16.2,2.5,4.5,,38.5,,,,
Tajikistan,2019,Sector,Services,Other Services,Average,23.4,4.3,5.5,,33.2,,,,
Tajikistan,2019,Size,,Small (5-19),Average,23,5.3,7.4,,36.9,41.4,33.8,,
Tajikistan,2019,Size,,Medium (20-99),Average,22.1,8.3,6.2,,36.3,37.9,39.5,,
Tajikistan,2019,Size,,Large (100+),Average,22.4,4.8,1,,21,26.7,37.4,,
Tajikistan,2019,Gender of Top Manager,,Top manager is female,Average,97.9,73.3,100,,56,37.3,39.7,,
Tajikistan,2019,Gender of Top Manager,,Top manager is male,Average,16.7,1.1,0,,34,39.1,35.8,,
Tanzania,2006,,,,Average,30.9,,,,22.8,23,23.7,,
Tanzania,2006,Sector,Manufacturing,All,Average,22,,,,22.8,23,23.7,,
Tanzania,2006,Sector,Manufacturing,Food,Average,11.6,,,,20.9,22.3,23.3,,
Tanzania,2006,Sector,Manufacturing,Garments,Average,44.5,,,,41,45.2,20.1,,
Tanzania,2006,Sector,Manufacturing,Other Manufacturing,Average,17.1,,,,17.4,16.2,24.7,,
Tanzania,2006,Sector,Services,All,Average,34.2,,,,,,,,
Tanzania,2006,Sector,Services,Retail,Average,33.3,,,,,,,,
Tanzania,2006,Sector,Services,Other Services,Average,34.5,,,,,,,,
Tanzania,2006,Size,,Small (5-19),Average,32.6,,,,22.1,22.3,19.5,,
Tanzania,2006,Size,,Medium (20-99),Average,33,,,,21.1,20.4,26.6,,
Tanzania,2006,Size,,Large (100+),Average,5.7,,,,30,32.3,27.4,,
Tanzania,2013,,,,Average,24.7,9.9,14,,44,19.1,38.2,,
Tanzania,2013,Sector,Manufacturing,All,Average,20.8,6.8,9.8,,21.4,19.1,38.2,,
Tanzania,2013,Sector,Manufacturing,Food,Average,16.9,4.6,8,,25.8,24.4,35.5,,
Tanzania,2013,Sector,Manufacturing,Textiles & Garments,Average,40.3,19.2,25.9,,31.1,26.8,49,,
Tanzania,2013,Sector,Manufacturing,Furniture,Average,10.3,3.2,3.1,,5.3,4.1,22.4,,
Tanzania,2013,Sector,Manufacturing,Other Manufacturing,Average,20.2,3.5,7,,23.3,20.6,39.5,,
Tanzania,2013,Sector,Services,All,Average,26.4,11.3,15.7,,53.8,,,,
Tanzania,2013,Sector,Services,Retail,Average,22.8,10.2,19.5,,54.7,,,,
Tanzania,2013,Sector,Services,Other Services,Average,27.8,11.8,14.1,,53.3,,,,
Tanzania,2013,Size,,Small (5-19),Average,23.5,9.5,13.2,,46,21.2,39.9,,
Tanzania,2013,Size,,Medium (20-99),Average,28.6,12.7,18.3,,39.6,12.8,37.6,,
Tanzania,2013,Size,,Large (100+),Average,29.3,1.3,4.2,,17.8,16.4,30.8,,
Tanzania,2013,Gender of Top Manager,,Top manager is female,Average,65.9,47.4,100,,47.1,24.2,46.1,,
Tanzania,2013,Gender of Top Manager,,Top manager is male,Average,17.7,4.3,0,,43.5,18.4,36.7,,
Tanzania,2023,,,,Average,13.2,9.5,17.5,18.6,38.5,40.2,54.7,31.8,47.7
Tanzania,2023,Sector,Manufacturing,All,Average,17.5,12.6,19,22,42.5,40.2,54.7,31.8,
Tanzania,2023,Sector,Manufacturing,Food,Average,35.6,33.5,45.8,n.a.,47.2,46.1,49,83.5,
Tanzania,2023,Sector,Manufacturing,Other Manufacturing,Average,13.5,7.9,13.1,19.3,41.4,38.9,56.3,17,
Tanzania,2023,Sector,Services,All,Average,12,8.6,17.1,16.6,37.4,,,,47.7
Tanzania,2023,Sector,Services,Retail,Average,14.4,12.4,14.9,21,28.3,,,,30.4
Tanzania,2023,Sector,Services,Hotels,Average,10.3,6.7,18.1,62.3,44.4,,,,66.6
Tanzania,2023,Sector,Services,Other Services,Average,12.1,8.4,17.3,1.2,36.8,,,,39.9
Tanzania,2023,Size,,Small (5-19),Average,13.4,10.9,17.4,11.2,38,39.4,54.8,18.8,46.2
Tanzania,2023,Size,,Medium (20-99),Average,13.6,7.2,17.6,30,38.8,40.1,51.8,45.5,45.3
Tanzania,2023,Size,,Large (100+),Average,9.4,0.8,18.4,5.5,43.9,51.7,65.9,55,58.2
Tanzania,2023,Gender of Top Manager,,Top manager is female,Average,51.6,44.3,100,n.a.,46.1,61.8,72.3,n.a.,37.6
Tanzania,2023,Gender of Top Manager,,Top manager is male,Average,5.1,2.1,0,7.3,36.9,35.4,50,27.4,49.5
Thailand,2016,,,,Average,64.4,33.4,64.8,,37.4,,,,
Thailand,2016,Sector,Manufacturing,All,Average,76.4,43.1,74.1,,18.1,,,,
Thailand,2016,Sector,Manufacturing,Food,Average,79.7,47.7,80.2,,n.a.,,,,
Thailand,2016,Sector,Manufacturing,Garments,Average,84.1,58,84,,,,,,
Thailand,2016,Sector,Manufacturing,Rubber & Plastics Products,Average,57.9,23.5,55,,n.a.,,,,
Thailand,2016,Sector,Manufacturing,Electronics & Communications Equip.,Average,51,18.6,39.3,,n.a.,,,,
Thailand,2016,Sector,Manufacturing,Other Manufacturing,Average,78.8,44.8,76.3,,,,,,
Thailand,2016,Sector,Services,All,Average,59.2,29.3,60.8,,37.4,,,,
Thailand,2016,Sector,Services,Retail,Average,62,19,64.1,,38.8,,,,
Thailand,2016,Sector,Services,Other Services,Average,57.7,34.3,59,,36.7,,,,
Thailand,2016,Size,,Small (5-19),Average,60.5,29.8,61.3,,36.3,,,,
Thailand,2016,Size,,Medium (20-99),Average,71.3,41.3,70.8,,39.6,,,,
Thailand,2016,Size,,Large (100+),Average,75.5,35.7,75.2,,44.7,,,,
Thailand,2016,Gender of Top Manager,,Top manager is female,Average,96.9,54.4,100,,42.7,n.a.,n.a.,,
Thailand,2016,Gender of Top Manager,,Top manager is male,Average,5.2,0.8,0,,32.7,,n.a.,,
Timor-Leste,2009,,,,Average,42.9,,,,23,,,,
Timor-Leste,2009,Sector,Manufacturing,All,Average,41.5,,,,15.4,,,,
Timor-Leste,2009,Sector,Manufacturing,Manufacturing,Average,41.5,,,,15.4,,,,
Timor-Leste,2009,Sector,Services,All,Average,43.8,,,,28.2,,,,
Timor-Leste,2009,Sector,Services,Services,Average,43.8,,,,28.2,,,,
Timor-Leste,2009,Size,,Small (5-19),Average,43.1,,,,25.8,,,,
Timor-Leste,2009,Size,,Medium (20-99),Average,50,,,,21.1,,,,
Timor-Leste,2009,Size,,Large (100+),Average,10.9,,,,7.7,,,,
Timor-Leste,2015,,,,Average,64.4,61.8,27,,31.1,33.5,36.8,,
Timor-Leste,2015,Sector,Manufacturing,All,Average,43.5,39.3,21.6,,31.8,33.5,36.8,,
Timor-Leste,2015,Sector,Manufacturing,Manufacturing,Average,43.5,39.3,21.6,,31.8,33.5,36.8,,
Timor-Leste,2015,Sector,Services,All,Average,78.7,77.1,30.7,,30.8,,,,
Timor-Leste,2015,Sector,Services,Services,Average,78.7,77.1,30.7,,30.8,,,,
Timor-Leste,2015,Size,,Small (5-19),Average,56.4,54.6,26.3,,33.7,36.8,28.1,,
Timor-Leste,2015,Size,,Medium (20-99),Average,82.8,77.6,21.4,,28.3,24.1,n.a.,,
Timor-Leste,2015,Size,,Large (100+),Average,64.4,64.4,57.8,,18.7,n.a.,n.a.,,
Timor-Leste,2015,Gender of Top Manager,,Top manager is female,Average,84.3,82.2,100,,36,n.a.,n.a.,,
Timor-Leste,2015,Gender of Top Manager,,Top manager is male,Average,57.1,54.2,0,,29,34.1,32.8,,
Timor-Leste,2021,,,,Average,26.9,23.4,32.2,30.3,28,22.9,35.8,29.1,32.9
Timor-Leste,2021,Sector,Manufacturing,All,Average,32.5,27.7,35.1,26,25.7,22.9,35.8,29.1,
Timor-Leste,2021,Sector,Manufacturing,Manufacturing,Average,32.5,27.7,35.1,26,25.7,22.9,35.8,29.1,
Timor-Leste,2021,Sector,Services,All,Average,25.5,22.4,31.5,31.2,28.5,,,,32.9
Timor-Leste,2021,Sector,Services,Services,Average,25.5,22.4,31.5,31.2,28.5,,,,32.9
Timor-Leste,2021,Size,,Small (5-19),Average,27.4,23.4,33,32.2,28.9,24.1,42.1,n.a.,44.8
Timor-Leste,2021,Size,,Medium (20-99),Average,28.6,26.4,32.3,31.4,25.9,19.5,14.8,n.a.,22.1
Timor-Leste,2021,Size,,Large (100+),Average,7.9,7.9,16.3,n.a.,20.4,n.a.,n.a.,n.a.,n.a.
Timor-Leste,2021,Gender of Top Manager,,Top manager is female,Average,83.2,72.3,100,100,36.5,43.6,41.1,n.a.,29.4
Timor-Leste,2021,Gender of Top Manager,,Top manager is male,Average,0,0,0,0,23.9,12,32.9,n.a.,41.3
Togo,2009,,,,Average,31.8,8.2,15.1,,25,,,,
Togo,2009,Sector,Manufacturing,All,Average,58.1,1.1,19.6,,22.8,,,,
Togo,2009,Sector,Manufacturing,Manufacturing,Average,58.1,1.1,19.6,,22.8,,,,
Togo,2009,Sector,Services,All,Average,28.7,9.4,14.3,,25.3,,,,
Togo,2009,Sector,Services,Services,Average,28.7,9.4,14.3,,25.3,,,,
Togo,2009,Size,,Small (5-19),Average,34.9,8.9,16.8,,25.9,,,,
Togo,2009,Size,,Medium (20-99),Average,14.8,4.2,5.5,,19,,,,
Togo,2009,Size,,Large (100+),Average,n.a.,0,6,,23.1,,,,
Togo,2009,Gender of Top Manager,,Top manager is female,Average,98.3,43.9,100,,46.3,,,,
Togo,2009,Gender of Top Manager,,Top manager is male,Average,0,2,0,,21.5,,,,
Togo,2016,,,,Average,25.3,10.7,11.4,,20.6,15.3,26,,
Togo,2016,Sector,Manufacturing,All,Average,23.6,2.1,2,,17,15.3,26,,
Togo,2016,Sector,Manufacturing,Manufacturing,Average,23.6,2.1,2,,17,15.3,26,,
Togo,2016,Sector,Services,All,Average,25.8,13.4,14.5,,21.7,,,,
Togo,2016,Sector,Services,Services,Average,25.8,13.4,14.5,,21.7,,,,
Togo,2016,Size,,Small (5-19),Average,16.2,12.8,13.5,,25.8,12.2,26.4,,
Togo,2016,Size,,Medium (20-99),Average,37.5,11.8,13.1,,14.3,14.5,31.7,,
Togo,2016,Size,,Large (100+),Average,34.7,0,0,,13,19.9,19.2,,
Togo,2016,Gender of Top Manager,,Top manager is female,Average,95.6,74.1,100,,30.3,n.a.,n.a.,,
Togo,2016,Gender of Top Manager,,Top manager is male,Average,16.2,3.1,0,,19.3,15.1,26.5,,
Togo,2023,,,,Average,25,10.9,13.2,33.2,24.7,20.6,40.5,16.2,13.2
Togo,2023,Sector,Manufacturing,All,Average,19.4,3,8,n.a.,24.1,20.6,40.5,16.2,
Togo,2023,Sector,Manufacturing,Manufacturing,Average,19.4,3,8,n.a.,24.1,20.6,40.5,16.2,
Togo,2023,Sector,Services,All,Average,26,12.4,14.2,36.9,24.8,,,,13.2
Togo,2023,Sector,Services,Services,Average,26,12.4,14.2,36.9,24.8,,,,13.2
Togo,2023,Size,,Small (5-19),Average,25,11.6,14,31.9,29.4,3.8,65.9,n.a.,12.9
Togo,2023,Size,,Medium (20-99),Average,23,13.5,15.5,n.a.,17.5,28.7,35,16.8,10.6
Togo,2023,Size,,Large (100+),Average,29.3,0,2.7,n.a.,12.2,22.7,33.5,37.6,n.a.
Togo,2023,Gender of Top Manager,,Top manager is female,Average,81.2,70.5,100,,44.1,n.a.,n.a.,n.a.,n.a.
Togo,2023,Gender of Top Manager,,Top manager is male,Average,16.4,1.9,0,33.2,21.8,19,39.7,12.6,15.6
Tonga,2009,,,,Average,65.3,,,,56.3,,,,
Tonga,2009,Sector,Manufacturing,All,Average,60,,,,48.6,,,,
Tonga,2009,Sector,Manufacturing,Manufacturing,Average,60,,,,48.6,,,,
Tonga,2009,Sector,Services,All,Average,66.2,,,,57.7,,,,
Tonga,2009,Sector,Services,Services,Average,66.2,,,,57.7,,,,
Tonga,2009,Size,,Small (5-19),Average,68.8,,,,56.7,,,,
Tonga,2009,Size,,Medium (20-99),Average,19.2,,,,51,,,,
Trinidad and Tobago,2010,,,,Average,45.1,,20.8,,41.6,31.3,43.9,,
Trinidad and Tobago,2010,Sector,Manufacturing,All,Average,48.4,,11.2,,34.7,31.3,43.9,,
Trinidad and Tobago,2010,Sector,Manufacturing,Manufacturing,Average,48.4,,11.2,,34.7,31.3,43.9,,
Trinidad and Tobago,2010,Sector,Services,All,Average,44.6,,22.5,,42.9,,,,
Trinidad and Tobago,2010,Sector,Services,Retail,Average,43.7,,22.6,,46.2,,,,
Trinidad and Tobago,2010,Sector,Services,Other Services,Average,45.2,,22.5,,40.7,,,,
Trinidad and Tobago,2010,Size,,Small (5-19),Average,44.6,,22.8,,42,34.8,44.6,,
Trinidad and Tobago,2010,Size,,Medium (20-99),Average,41.2,,16.1,,41,27.2,41,,
Trinidad and Tobago,2010,Size,,Large (100+),Average,61.8,,12.7,,39.4,22.9,46.1,,
Trinidad and Tobago,2010,Gender of Top Manager,,Top manager is female,Average,95,,100,,62.2,73.6,62.6,,
Trinidad and Tobago,2010,Gender of Top Manager,,Top manager is male,Average,31.8,,0,,36.2,25.8,41.5,,
Tunisia,2013,,,,Average,49.5,2.7,8.5,,30.4,28.7,34.1,,
Tunisia,2013,Sector,Manufacturing,All,Average,49.5,2.3,7.4,,29.6,28.7,34.1,,
Tunisia,2013,Sector,Manufacturing,Food,Average,46,0.6,1.3,,32.2,28.2,45.9,,
Tunisia,2013,Sector,Manufacturing,Garments,Average,54,8.1,10.4,,74.1,78.3,46.1,,
Tunisia,2013,Sector,Manufacturing,Other Manufacturing,Average,49.4,1.6,8.2,,20.1,18.4,28.6,,
Tunisia,2013,Sector,Services,All,Average,49.6,2.9,9.3,,31.1,,,,
Tunisia,2013,Sector,Services,Retail,Average,62,8.1,13.3,,32.4,,,,
Tunisia,2013,Sector,Services,Other Services,Average,48.2,2.3,8.9,,31,,,,
Tunisia,2013,Size,,Medium (20-99),Average,47.8,1.3,8.7,,29.3,29.1,31.7,,
Tunisia,2013,Size,,Small (5-19),Average,49.7,3,9.1,,29.2,19.1,36.7,,
Tunisia,2013,Size,,Large (100+),Average,53.7,5.1,4.8,,40.3,50.9,34.4,,
Tunisia,2013,Gender of Top Manager,,Top manager is female,Average,72.2,22.3,100,,46.1,43,33.5,,
Tunisia,2013,Gender of Top Manager,,Top manager is male,Average,47.4,0.8,0,,28.9,27.4,34.2,,
Tunisia,2020,,,,Average,40.1,7.7,10.4,,39.2,49.7,48.1,,
Tunisia,2020,Sector,Manufacturing,All,Average,43.5,9.3,12.2,,49.5,49.7,48.1,,
Tunisia,2020,Sector,Manufacturing,Food,Average,34.6,5.8,9.3,,34.8,33.4,40.8,,
Tunisia,2020,Sector,Manufacturing,Textiles & Garments,Average,43.5,10.6,11.8,,79.3,83.2,56.1,,
Tunisia,2020,Sector,Manufacturing,Other Manufacturing,Average,47.3,9.9,13.7,,34.9,33,45.8,,
Tunisia,2020,Sector,Services,All,Average,37.1,6.3,8.8,,30,,,,
Tunisia,2020,Sector,Services,Wholesale & Retail,Average,47,6.8,8.8,,35.2,,,,
Tunisia,2020,Sector,Services,Other Services,Average,26,5.8,8.7,,24.1,,,,
Tunisia,2020,Size,,Medium (20-99),Average,40,5.9,10.1,,41.2,58.9,52.3,,
Tunisia,2020,Size,,Small (5-19),Average,37.8,9.4,10.1,,34.8,35.5,41.8,,
Tunisia,2020,Size,,Large (100+),Average,50.6,3.4,12.3,,52.7,59,51.6,,
Tunisia,2020,Gender of Top Manager,,Top manager is female,Average,87.7,50.5,100,,45.7,43.8,47.8,,
Tunisia,2020,Gender of Top Manager,,Top manager is male,Average,34.4,3.2,0,,38.5,50.4,48.2,,
Turkiye,2008,,,,Average,40.7,,12.4,,25.1,21,27.6,,
Turkiye,2008,Sector,Manufacturing,All,Average,39.6,,7.7,,22.7,21,27.6,,
Turkiye,2008,Sector,Manufacturing,Food,Average,29.4,,6.2,,20.3,20.8,22.1,,
Turkiye,2008,Sector,Manufacturing,Textiles,Average,42.9,,7.1,,29.7,26.7,35,,
Turkiye,2008,Sector,Manufacturing,Garments,Average,32.7,,5.9,,40,46.5,33.4,,
Turkiye,2008,Sector,Manufacturing,Chemicals & Chemical Products,Average,64.6,,15.7,,23,25.7,19.6,,
Turkiye,2008,Sector,Manufacturing,Non-Metallic Mineral Products,Average,33.6,,4.1,,23.2,18,27.8,,
Turkiye,2008,Sector,Manufacturing,Other Manufacturing,Average,41.5,,8.7,,13.5,7.1,24.6,,
Turkiye,2008,Sector,Services,All,Average,42.7,,21,,30.2,,,,
Turkiye,2008,Sector,Services,Retail,Average,43.5,,19.4,,32.4,,,,
Turkiye,2008,Sector,Services,Other Services,Average,41.7,,23.1,,27,,,,
Turkiye,2008,Size,,Medium (20-99),Average,43.7,,7.7,,27.8,26.4,31.8,,
Turkiye,2008,Size,,Small (5-19),Average,36.1,,13.9,,23.7,14.2,24,,
Turkiye,2008,Size,,Large (100+),Average,57.8,,16.3,,25.8,27.6,27.2,,
Turkiye,2008,Gender of Top Manager,,Top manager is female,Average,79.1,,100,,31.7,34,39.7,,
Turkiye,2008,Gender of Top Manager,,Top manager is male,Average,35.2,,0,,24.1,19.9,26.5,,
Turkiye,2013,,,,Average,25.1,0.3,5.5,,21.9,21.1,38.5,,
Turkiye,2013,Sector,Manufacturing,All,Average,33.4,0.8,10.6,,24.7,21.1,38.5,,
Turkiye,2013,Sector,Manufacturing,Food,Average,31,0.3,7.1,,26.1,26.4,32.7,,
Turkiye,2013,Sector,Manufacturing,Textiles,Average,38.5,5.5,20.8,,36.1,36.4,36.5,,
Turkiye,2013,Sector,Manufacturing,Garments,Average,37.4,0.6,15.4,,44.4,47.5,40.1,,
Turkiye,2013,Sector,Manufacturing,Chemicals & Chemical Products,Average,71.5,0.3,42.6,,25.4,19.4,50,,
Turkiye,2013,Sector,Manufacturing,Non-Metallic Mineral Products,Average,61.3,1.9,3.7,,18.5,12.4,36.4,,
Turkiye,2013,Sector,Manufacturing,Fabricated Metal Products,Average,24.9,0,4.5,,17.1,14.3,42.8,,
Turkiye,2013,Sector,Manufacturing,Other Manufacturing,Average,24.9,0,6.1,,17.3,10.1,38.2,,
Turkiye,2013,Sector,Services,All,Average,20.1,0,2.5,,20.1,,,,
Turkiye,2013,Sector,Services,Retail,Average,24.7,0,4.1,,32.1,,,,
Turkiye,2013,Sector,Services,Other Services,Average,18.9,0,2,,17,,,,
Turkiye,2013,Size,,Small (5-19),Average,19.3,0.1,5.3,,22.8,19.9,40.2,,
Turkiye,2013,Size,,Medium (20-99),Average,38.5,0.5,6.9,,19.9,21.6,36.9,,
Turkiye,2013,Size,,Large (100+),Average,20.1,1.4,2.3,,22.8,26,36.5,,
Turkiye,2013,Gender of Top Manager,,Top manager is female,Average,92.4,4.1,100,,40.8,39.5,54.3,,
Turkiye,2013,Gender of Top Manager,,Top manager is male,Average,21.2,0.1,0,,20.7,18.7,36.8,,
Turkiye,2019,,,,Average,11.3,3.9,3.9,,19.5,22.7,35.2,,
Turkiye,2019,Sector,Manufacturing,All,Average,19.6,4.9,4.1,,26.1,22.7,35.2,,
Turkiye,2019,Sector,Manufacturing,Food,Average,13.3,10.1,8,,40.2,38.1,46.5,,
Turkiye,2019,Sector,Manufacturing,Textiles,Average,33.5,23.3,3.7,,38.3,36.1,42.6,,
Turkiye,2019,Sector,Manufacturing,Garments,Average,11,5.4,5.6,,49.9,50.4,35.8,,
Turkiye,2019,Sector,Manufacturing,Fabricated Metal Products,Average,31.9,0.3,6,,11.7,7.2,25.9,,
Turkiye,2019,Sector,Manufacturing,Machinery & Equipment,Average,17.3,0.3,5.9,,14.2,10,30.6,,
Turkiye,2019,Sector,Manufacturing,Other Manufacturing,Average,18.1,1.5,1.6,,19.2,14.8,32.8,,
Turkiye,2019,Sector,Services,All,Average,7.6,3.5,3.8,,16.6,,,,
Turkiye,2019,Sector,Services,Construction,Average,6.5,0.6,2.2,,7.9,,,,
Turkiye,2019,Sector,Services,Retail,Average,8.9,5.3,4.7,,21.6,,,,
Turkiye,2019,Sector,Services,Other Services,Average,7.8,4.7,4.6,,20.7,,,,
Turkiye,2019,Size,,Small (5-19),Average,9.2,4,3,,19.6,22,33.5,,
Turkiye,2019,Size,,Medium (20-99),Average,15.7,4.2,6.3,,18.4,22.9,37.6,,
Turkiye,2019,Size,,Large (100+),Average,23.6,1.3,4,,26.7,28.7,40.4,,
